DATE	SMB	HML
20080709	-0,12	-1,40
20080710	-0,05	-1,16
20080711	1,57	-1,08
20080714	-0,09	-2,42
20080715	1,22	-1,24
20080716	0,02	4,60
20080717	-0,14	3,99
20080718	-0,81	1,05
20080721	0,34	-0,52
20080722	0,93	3,00
20080723	0,07	1,43
20080724	0,57	-2,81
20080725	0,92	-0,96
20080728	0,04	-1,36
20080729	-0,37	3,24
20080730	-1,41	-0,07
20080731	0,56	0,40
20080801	0,65	0,93
20080804	-0,17	0,31
20080805	-0,59	1,64
20080806	0,52	-1,06
20080807	0,62	-1,73
20080808	0,65	1,20
20080811	1,39	1,15
20080812	1,08	-2,04
20080813	0,75	-1,87
20080814	0,07	1,25
20080815	-0,40	1,00
20080818	0,27	-0,93
20080819	-0,58	-1,14
20080820	-0,69	0,01
20080821	-0,94	-0,41
20080822	0,46	1,01
20080825	-0,14	-0,53
20080826	-0,21	0,20
20080827	0,20	0,43
20080828	0,13	1,75
20080829	0,19	0,62
20080902	0,32	1,88
20080903	0,51	1,52
20080904	0,23	-0,49
20080905	-0,87	1,56
20080908	-0,55	2,10
20080909	0,69	-0,85
20080910	0,41	-0,71
20080911	-0,91	0,12
20080912	-0,27	-0,12
20080915	1,51	-2,31
20080916	0,19	2,03
20080917	0,59	-2,16
20080918	1,04	4,82
20080919	-2,14	3,93
20080922	0,45	-3,37
20080923	0,09	0,14
20080924	-1,08	-0,77
20080925	-1,14	0,66
20080926	-0,96	1,04
20080929	3,56	-4,03
20080930	-3,75	2,98
20081001	-0,96	3,00
20081002	-0,65	0,68
20081003	-0,81	-1,21
20081006	-0,05	0,40
20081007	1,08	-3,51
20081008	-0,19	-2,29
20081009	-0,23	-2,58
20081010	3,83	3,10
20081013	-2,45	-1,97
20081014	-3,03	4,54
20081015	0,22	0,76
20081016	2,31	-1,36
20081017	-0,82	-0,88
20081020	-1,26	-0,83
20081021	0,02	0,44
20081022	0,89	0,05
20081023	-3,32	-0,77
20081024	-0,10	-0,50
20081027	-0,90	0,38
20081028	-3,76	0,50
20081029	2,77	-1,31
20081030	2,05	-0,45
20081031	2,13	2,01
20081103	0,16	0,52
20081104	-2,59	0,21
20081105	0,23	-1,57
20081106	1,50	-0,35
20081107	-1,11	-0,69
20081110	-0,71	-2,07
20081111	0,08	0,04
20081112	-0,49	-1,10
20081113	0,74	0,09
20081114	-2,26	-0,15
20081117	1,88	-1,70
20081118	-1,23	-0,61
20081119	-0,07	-2,98
20081120	1,70	-2,51
20081121	-1,19	-2,15
20081124	-1,38	4,77
20081125	0,02	2,12
20081126	1,71	0,28
20081128	-0,58	1,74
20081201	-0,72	-3,73
20081202	0,70	2,44
20081203	-0,21	1,53
20081204	-0,07	1,17
20081205	0,09	1,85
20081208	-0,26	0,08
20081209	-0,60	-1,08
20081210	1,02	-0,90
20081211	-1,18	-2,20
20081212	2,30	0,75
20081215	-1,25	-1,37
20081216	-0,18	2,55
20081217	1,72	-0,57
20081218	0,79	-0,19
20081219	0,81	-0,20
20081222	-0,02	-0,82
20081223	-0,20	-0,83
20081224	-0,26	0,76
20081226	0,58	0,06
20081229	-1,50	0,02
20081230	0,55	1,01
20081231	1,59	0,75
20090102	-1,31	-0,42
20090105	0,69	-1,16
20090106	1,04	0,88
20090107	0,34	-1,17
20090108	0,70	0,41
20090109	-1,37	-1,25
20090112	0,37	-1,94
20090113	0,32	0,39
20090114	-0,55	-1,30
20090115	2,30	-2,30
20090116	0,47	-1,05
20090120	0,18	-4,11
20090121	-1,23	2,83
20090122	-0,97	-1,78
20090123	-0,61	1,12
20090126	0,78	-0,68
20090127	-0,36	0,29
20090128	-0,67	2,82
20090129	-0,16	-2,15
20090130	0,20	-1,19
20090202	1,26	-0,39
20090203	-0,11	-2,42
20090204	-0,20	-0,32
20090205	0,17	-0,08
20090206	-0,13	2,43
20090209	-0,83	0,06
20090210	1,09	-2,84
20090211	-0,81	1,22
20090212	0,36	-0,52
20090213	0,94	-1,48
20090217	1,03	-2,38
20090218	-0,84	-0,75
20090219	-0,02	-1,99
20090220	-0,13	-0,94
20090223	-0,59	0,75
20090224	-0,99	3,05
20090225	-1,54	0,31
20090226	-0,52	1,35
20090227	1,84	-2,04
20090302	-0,30	-0,30
20090303	-0,70	-2,31
20090304	0,55	-0,91
20090305	-0,43	-3,13
20090306	0,43	-0,63
20090309	-0,92	0,15
20090310	-0,84	4,19
20090311	-0,59	0,54
20090312	1,13	2,60
20090313	0,21	0,47
20090316	-1,00	0,38
20090317	0,64	1,55
20090318	0,03	4,01
20090319	1,10	-2,70
20090320	-0,35	-0,87
20090323	-0,78	4,25
20090324	-1,06	-1,77
20090325	0,95	1,41
20090326	1,96	-0,13
20090327	-1,40	0,17
20090330	1,80	-3,84
20090331	-0,62	1,80
20090401	-0,50	1,60
20090402	1,98	0,51
20090403	-0,18	0,97
20090406	-0,54	-0,80
20090407	-0,78	-0,10
20090408	1,13	0,02
20090409	0,25	4,54
20090413	-0,96	2,30
20090414	0,05	-3,00
20090415	-0,20	2,38
20090416	1,30	0,05
20090417	0,82	0,37
20090420	0,17	-4,29
20090421	0,76	3,06
20090422	1,57	-1,19
20090423	-1,87	0,25
20090424	0,83	0,05
20090427	-0,36	-1,74
20090428	0,91	0,12
20090429	0,77	1,26
20090430	-0,29	-0,66
20090501	-0,46	-0,20
20090504	-0,49	3,11
20090505	0,20	-0,24
20090506	-2,11	2,60
20090507	-0,69	-0,89
20090508	0,13	3,01
20090511	1,31	-2,42
20090512	-0,88	-1,46
20090513	-1,47	-1,52
20090514	0,47	1,01
20090515	0,63	-1,19
20090518	0,24	2,09
20090519	0,30	-1,32
20090520	0,01	-1,18
20090521	-0,12	0,40
20090522	-0,36	-0,60
20090526	1,55	0,66
20090527	0,24	-1,23
20090528	-1,37	0,56
20090529	0,55	-0,18
20090601	1,60	-0,79
20090602	0,84	-0,22
20090603	0,82	-0,82
20090604	0,13	1,25
20090605	0,15	-0,60
20090608	-1,00	0,58
20090609	0,34	-0,25
20090610	-0,34	-0,45
20090611	-0,24	0,33
20090612	-0,16	-0,03
20090615	-0,29	-0,36
20090616	-0,10	-0,33
20090617	0,98	-1,02
20090618	-0,66	0,41
20090619	0,28	0,15
20090622	-0,36	-0,79
20090623	-1,12	0,18
20090624	0,25	-0,15
20090625	0,79	-0,01
20090626	1,56	0,13
20090629	-1,08	0,39
20090630	0,24	-0,20
20090701	1,49	0,20
20090702	-0,64	-1,11
20090706	-0,89	-0,95
20090707	0,00	-0,15
20090708	-0,60	-1,10
20090709	-0,61	1,25
20090710	0,92	-0,53
20090713	-0,64	1,78
20090714	0,29	0,62
20090715	0,54	1,37
20090716	0,47	-0,15
20090717	-0,23	-0,11
20090720	0,29	0,35
20090721	-0,54	-0,82
20090722	0,58	0,39
20090723	0,62	1,02
20090724	0,31	0,09
20090727	0,10	0,98
20090728	0,26	-0,30
20090729	-0,09	-0,84
20090730	0,27	1,46
20090731	-0,24	1,23
20090803	0,03	1,68
20090804	0,41	0,78
20090805	-1,12	1,69
20090806	-1,00	0,07
20090807	0,97	1,20
20090810	0,48	0,30
20090811	-0,05	-1,21
20090812	0,44	0,51
20090813	-0,33	1,10
20090814	-1,22	-0,26
20090817	-0,11	-1,69
20090818	0,41	1,24
20090819	0,45	-0,43
20090820	-0,06	0,82
20090821	0,36	0,72
20090824	0,06	-0,32
20090825	0,17	0,69
20090826	0,15	0,09
20090827	-0,16	0,55
20090828	-0,41	0,56
20090831	-0,46	-0,63
20090901	0,11	-2,06
20090902	0,12	-0,70
20090903	0,02	1,12
20090904	0,22	0,25
20090908	0,19	0,09
20090909	0,80	0,69
20090910	0,45	0,93
20090911	0,13	-0,05
20090914	0,07	0,61
20090915	0,55	0,57
20090916	0,38	1,31
20090917	-0,01	-0,28
20090918	0,13	-0,18
20090921	-0,15	-0,65
20090922	-0,09	1,48
20090923	0,15	-0,89
20090924	-0,61	-1,33
20090925	0,18	-0,50
20090928	0,34	1,10
20090929	-0,05	0,38
20090930	-0,57	-0,62
20091001	-0,60	-1,38
20091002	-0,29	-0,14
20091005	0,05	1,81
20091006	0,54	0,26
20091007	-0,38	0,57
20091008	0,24	0,42
20091009	0,62	-0,25
20091012	-0,54	0,35
20091013	0,13	-0,16
20091014	0,04	1,17
20091015	-0,25	-0,42
20091016	0,01	-1,26
20091019	0,05	0,01
20091020	-0,73	-0,55
20091021	-0,08	-0,54
20091022	0,02	0,65
20091023	-0,80	-1,02
20091026	0,01	-1,34
20091027	-0,61	-0,61
20091028	-1,47	-1,34
20091029	-0,29	1,69
20091030	-0,05	-1,93
20091102	-0,82	-0,30
20091103	1,02	0,80
20091104	-1,04	-0,53
20091105	1,16	0,64
20091106	-0,23	-0,49
20091109	-0,44	1,34
20091110	-0,81	-0,08
20091111	0,32	0,31
20091112	-0,87	-0,77
20091113	0,35	-0,04
20091116	1,30	0,17
20091117	-0,19	-0,07
20091118	-0,46	0,45
20091119	-0,76	-0,62
20091120	0,22	-0,44
20091123	0,41	-0,10
20091124	-0,11	-0,50
20091125	-0,44	0,12
20091127	-0,54	-0,81
20091130	-0,37	0,74
20091201	0,61	-0,28
20091202	1,05	-0,36
20091203	-0,27	-0,33
20091204	1,56	0,77
20091207	0,52	-0,26
20091208	0,06	-0,14
20091209	-0,19	-0,02
20091210	-0,98	-0,10
20091211	0,27	0,49
20091214	0,62	0,33
20091215	0,27	-0,59
20091216	0,43	0,71
20091217	0,23	-0,34
20091218	0,24	0,19
20091221	0,18	0,29
20091222	0,59	-0,10
20091223	0,90	-0,39
20091224	-0,09	0,19
20091228	-0,10	-0,29
20091229	0,11	-0,09
20091230	-0,04	-0,10
20091231	-0,21	0,39
20100104	0,61	1,14
20100105	-0,64	1,22
20100106	-0,23	0,55
20100107	0,09	0,96
20100108	0,36	0,02
20100111	-0,13	-0,26
20100112	-0,17	-1,28
20100113	0,27	0,31
20100114	0,29	0,08
20100115	-0,12	-0,39
20100119	0,49	-0,20
20100120	-0,59	0,22
20100121	0,40	-1,09
20100122	0,61	-0,90
20100125	-0,22	0,34
20100126	-0,10	-0,45
20100127	0,26	0,20
20100128	-0,67	0,42
20100129	-0,05	-0,42
20100201	-0,22	0,89
20100202	-0,40	0,64
20100203	0,05	-0,37
20100204	-0,12	-1,19
20100205	0,00	0,01
20100208	0,05	-0,38
20100209	0,32	0,57
20100210	0,26	0,30
20100211	0,73	0,06
20100212	0,98	0,14
20100216	-0,31	1,02
20100217	0,10	0,10
20100218	0,08	0,02
20100219	0,05	0,48
20100222	-0,06	0,60
20100223	0,32	-0,94
20100224	-0,37	0,55
20100225	0,22	0,27
20100226	-0,56	0,40
20100301	1,20	0,05
20100302	0,61	0,17
20100303	0,16	0,09
20100304	0,12	0,20
20100305	0,41	0,62
20100308	0,10	0,30
20100309	0,26	-0,09
20100310	0,07	0,71
20100311	-0,08	-0,09
20100312	0,03	-0,25
20100315	-0,31	-0,50
20100316	-0,15	0,57
20100317	0,05	0,37
20100318	-0,15	-0,59
20100319	-0,61	-0,62
20100322	0,87	0,03
20100323	0,33	0,34
20100324	-0,62	0,79
20100325	-0,45	-0,26
20100326	-0,11	0,27
20100329	-0,10	0,20
20100330	0,29	-0,43
20100331	-0,51	0,20
20100401	-0,05	0,79
20100405	1,05	0,85
20100406	0,25	0,47
20100407	0,19	0,27
20100408	-0,29	0,35
20100409	-0,15	0,17
20100412	0,26	0,07
20100413	0,16	-0,06
20100414	0,86	1,43
20100415	0,58	-0,03
20100416	0,84	-1,87
20100419	-0,87	-0,04
20100420	0,64	0,59
20100421	0,72	0,19
20100422	0,80	0,53
20100423	0,33	0,60
20100426	0,48	-0,38
20100427	0,12	-1,36
20100428	-0,72	0,70
20100429	0,43	0,54
20100430	-0,97	-0,86
20100503	0,63	0,59
20100504	-0,55	-0,92
20100505	-0,74	-0,60
20100506	-0,26	-0,91
20100507	-1,30	-0,51
20100510	0,93	1,23
20100511	1,14	-0,16
20100512	1,47	0,15
20100513	0,32	-0,33
20100514	-0,25	-0,75
20100517	0,07	-0,59
20100518	-0,22	-0,96
20100519	-0,94	0,04
20100520	-0,90	-1,20
20100521	-0,46	1,57
20100524	0,30	-0,89
20100525	-0,48	0,56
20100526	0,83	0,40
20100527	0,62	1,63
20100528	0,11	-0,69
20100601	-1,01	-1,63
20100602	0,17	0,42
20100603	0,72	-0,28
20100604	-1,21	-0,68
20100607	-1,10	-1,00
20100608	-1,42	0,12
20100609	0,75	-0,20
20100610	0,37	0,89
20100611	0,96	0,03
20100614	0,64	-0,01
20100615	0,06	0,91
20100616	-0,18	-0,32
20100617	-0,15	-0,50
20100618	-0,01	0,22
20100621	-0,52	-0,05
20100622	-0,34	-0,74
20100623	-0,03	0,23
20100624	0,14	-0,89
20100625	1,03	1,06
20100628	-0,02	-0,77
20100629	-0,66	-1,28
20100630	0,04	-0,33
20100701	-0,32	-0,40
20100702	-0,30	-0,45
20100706	-1,97	0,08
20100707	0,09	0,36
20100708	0,56	0,03
20100709	0,68	0,58
20100712	-1,15	0,07
20100713	1,63	0,58
20100714	-0,14	-0,83
20100715	-0,86	-0,16
20100716	-0,53	-0,96
20100719	-0,17	-0,18
20100720	0,66	0,03
20100721	-0,44	-0,36
20100722	1,22	0,59
20100723	1,48	-0,33
20100726	0,88	0,15
20100727	-0,30	0,31
20100728	-0,89	0,04
20100729	0,26	0,67
20100730	0,04	-0,22
20100802	-0,50	0,08
20100803	-0,41	-0,47
20100804	0,45	-0,09
20100805	-0,85	0,12
20100806	-0,19	-0,31
20100809	0,56	0,18
20100810	-1,24	-0,19
20100811	-1,08	-0,62
20100812	-0,03	-0,08
20100813	-0,81	0,27
20100816	0,95	-0,20
20100817	0,54	-0,18
20100818	0,09	0,04
20100819	-0,84	-0,40
20100820	0,31	-0,25
20100823	-0,95	-0,40
20100824	0,15	0,22
20100825	1,04	0,01
20100826	-0,11	-0,22
20100827	0,94	0,35
20100830	-0,85	-0,40
20100831	-0,25	0,78
20100901	0,62	0,45
20100902	0,26	-0,37
20100903	0,38	0,17
20100907	-0,79	-0,75
20100908	0,08	0,11
20100909	-0,46	0,50
20100910	-0,13	-0,11
20100913	1,18	0,15
20100914	-0,24	-0,50
20100915	0,13	-0,19
20100916	-0,50	-0,69
20100917	0,57	-0,49
20100920	1,17	0,18
20100921	-0,31	-0,26
20100922	-0,57	-0,58
20100923	-0,08	-0,66
20100924	0,96	0,55
20100927	0,17	-0,46
20100928	0,49	0,15
20100929	0,62	-0,20
20100930	0,03	0,33
20101001	-0,01	0,16
20101004	-0,67	-0,10
20101005	0,77	0,18
20101006	-0,35	0,42
20101007	0,03	-0,26
20101008	0,94	-0,15
20101011	0,09	-0,25
20101012	-0,04	0,19
20101013	0,85	-0,26
20101014	0,36	-0,32
20101015	-0,17	-1,13
20101018	0,10	0,85
20101019	-0,70	0,24
20101020	0,03	0,07
20101021	-0,55	-0,48
20101022	0,44	-0,40
20101025	0,43	-0,45
20101026	0,01	-0,22
20101027	-0,16	-0,28
20101028	-0,62	-0,08
20101029	0,35	-0,13
20101101	-0,65	-0,19
20101102	1,30	-0,15
20101103	-0,03	0,15
20101104	0,54	0,93
20101105	-0,06	0,55
20101108	0,43	-0,46
20101109	-0,40	-0,47
20101110	0,58	0,56
20101111	-0,10	-0,12
20101112	-0,46	-0,06
20101115	0,22	0,26
20101116	-0,33	-0,11
20101117	0,34	-0,26
20101118	0,31	-0,30
20101119	0,18	-0,19
20101122	0,57	-0,90
20101123	0,48	-0,24
20101124	0,66	0,05
20101126	0,28	-0,33
20101129	0,02	0,39
20101130	-0,22	0,05
20101201	-0,09	0,02
20101202	-0,29	0,58
20101203	0,41	0,04
20101206	0,78	-0,09
20101207	0,30	0,12
20101208	-0,50	0,61
20101209	-0,02	0,59
20101210	0,46	0,18
20101213	-0,57	0,04
20101214	-0,09	-0,05
20101215	0,21	-0,54
20101216	0,40	-0,08
20101217	0,12	-0,12
20101220	-0,01	0,30
20101221	0,39	0,70
20101222	-0,31	0,72
20101223	0,11	-0,32
20101227	0,24	0,43
20101228	-0,44	0,19
20101229	0,10	-0,12
20101230	0,14	-0,04
20101231	-0,63	0,22
20110103	0,53	0,72
20110104	-1,32	-0,02
20110105	0,61	0,12
20110106	-0,07	-0,33
20110107	-0,29	-0,21
20110110	0,51	-0,14
20110111	0,12	0,19
20110112	-0,02	0,21
20110113	0,14	-0,33
20110114	0,02	0,60
20110118	0,09	-0,53
20110119	-1,38	-0,49
20110120	-0,97	0,58
20110121	-0,88	0,56
20110124	0,27	-0,23
20110125	0,00	0,13
20110126	1,39	-0,22
20110127	-0,11	0,36
20110128	-0,85	-0,07
20110131	0,02	-0,29
20110201	0,48	0,50
20110202	-0,04	-0,37
20110203	-0,05	-0,03
20110204	0,00	-0,43
20110207	0,28	0,56
20110208	0,23	-0,02
20110209	-0,22	-0,04
20110210	0,36	-0,35
20110211	0,42	0,45
20110214	0,21	-0,14
20110215	-0,34	0,25
20110216	0,39	0,18
20110217	0,34	0,22
20110218	-0,10	0,05
20110222	-0,57	-0,22
20110223	-1,14	0,39
20110224	0,73	-0,36
20110225	1,00	0,24
20110228	-0,46	0,28
20110301	-0,33	-0,05
20110302	0,30	-0,25
20110303	0,43	-0,05
20110304	0,27	-0,53
20110307	-0,74	0,09
20110308	0,48	0,63
20110309	-0,26	0,32
20110310	-0,75	-0,30
20110311	-0,32	0,13
20110314	0,11	-0,39
20110315	0,28	-0,14
20110316	0,63	-0,11
20110317	-0,81	0,57
20110318	0,62	0,09
20110321	0,93	-0,17
20110322	-0,08	-0,05
20110323	0,16	-0,47
20110324	-0,10	-0,40
20110325	0,41	-0,02
20110328	0,04	-0,26
20110329	0,25	-0,23
20110330	0,43	0,07
20110331	0,59	-0,28
20110401	-0,12	0,21
20110404	0,27	-0,15
20110405	0,50	-0,26
20110406	-0,15	0,57
20110407	-0,21	-0,20
20110408	-0,57	-0,25
20110411	-0,62	-0,08
20110412	-0,67	0,06
20110413	0,13	-0,69
20110414	0,30	-0,23
20110415	0,56	-0,08
20110418	-0,39	-0,28
20110419	-0,33	-0,25
20110420	0,57	-0,51
20110421	0,30	-0,06
20110425	-0,04	-0,04
20110426	0,14	-0,03
20110427	-0,09	-0,25
20110428	-0,12	0,16
20110429	0,19	-0,03
20110502	-0,92	-0,16
20110503	-0,97	0,33
20110504	-0,56	-0,07
20110505	0,51	-0,34
20110506	0,01	-0,13
20110509	0,66	-0,48
20110510	0,65	0,28
20110511	-0,63	-0,38
20110512	0,35	-0,40
20110513	-0,47	-0,27
20110516	-1,02	0,43
20110517	-0,41	0,07
20110518	0,64	-0,29
20110519	-0,06	-0,07
20110520	0,07	-0,15
20110523	-0,51	0,02
20110524	-0,28	-0,03
20110525	1,02	-0,34
20110526	0,67	-0,12
20110527	0,18	0,23
20110531	0,44	-0,04
20110601	-0,76	-0,25
20110602	-0,06	0,14
20110603	-0,53	0,12
20110606	-0,26	-0,26
20110607	0,34	-0,14
20110608	-0,72	0,07
20110609	-0,08	-0,03
20110610	-0,22	0,38
20110613	-0,53	0,35
20110614	1,01	-0,36
20110615	-0,02	-0,13
20110616	-0,12	0,53
20110617	-0,39	0,66
20110620	0,35	-0,05
20110621	0,95	-0,40
20110622	-0,12	0,02
20110623	0,63	-0,77
20110624	0,42	0,11
20110627	0,05	-0,03
20110628	0,37	-0,46
20110629	-0,68	0,63
20110630	0,19	-0,28
20110701	-0,04	0,14
20110705	0,23	-0,85
20110706	0,43	-0,58
20110707	0,46	0,16
20110708	0,02	-0,42
20110711	-0,12	-0,33
20110712	0,04	0,41
20110713	0,57	-0,14
20110714	-0,81	0,12
20110715	0,12	-0,50
20110718	-0,56	-0,42
20110719	0,58	-0,65
20110720	-0,32	0,79
20110721	-0,36	1,10
20110722	-0,09	-0,69
20110725	-0,59	0,15
20110726	-0,35	0,32
20110727	-0,77	0,40
20110728	0,12	0,01
20110729	0,27	0,07
20110801	-0,15	0,15
20110802	-0,43	0,18
20110803	0,23	-0,37
20110804	-0,79	0,37
20110805	-1,19	-0,62
20110808	-1,37	-1,62
20110809	0,91	0,73
20110810	-0,50	-1,61
20110811	0,24	0,80
20110812	-0,23	-1,51
20110815	0,45	1,02
20110816	-0,80	-0,14
20110817	-0,32	0,65
20110818	-0,96	0,54
20110819	0,14	-0,36
20110822	0,17	-0,90
20110823	1,24	-0,79
20110824	-0,19	1,00
20110825	-1,00	0,49
20110826	0,85	-1,00
20110829	1,52	0,93
20110830	0,31	-0,78
20110831	-0,81	0,48
20110901	-1,06	-0,78
20110902	-0,75	-0,75
20110906	0,50	-0,64
20110907	0,88	1,03
20110908	-0,73	-0,61
20110909	-0,17	-0,04
20110912	0,01	0,37
20110913	0,77	-0,37
20110914	0,40	-0,38
20110915	-0,57	0,57
20110916	-0,35	-0,33
20110919	-0,49	-1,25
20110920	-1,46	0,20
20110921	-0,31	-1,24
20110922	0,15	0,45
20110923	0,65	-0,02
20110926	-0,66	1,28
20110927	1,06	-0,63
20110928	-1,63	-0,24
20110929	0,55	2,11
20110930	-0,07	-0,21
20111003	-1,91	-0,58
20111004	3,57	0,44
20111005	-0,20	-0,45
20111006	0,17	0,60
20111007	-1,23	-1,47
20111010	0,44	0,62
20111011	0,65	-0,12
20111012	0,42	0,94
20111013	0,29	-1,26
20111014	0,15	-0,33
20111017	-1,24	-0,50
20111018	0,58	1,67
20111019	-0,76	0,32
20111020	-0,32	0,75
20111021	0,14	0,08
20111024	1,72	-0,35
20111025	-0,87	-0,32
20111026	0,64	0,76
20111027	1,38	0,91
20111028	-0,53	-0,54
20111031	0,07	-0,87
20111101	-0,48	-1,13
20111102	0,71	0,94
20111103	0,57	-0,14
20111104	0,01	-0,62
20111107	-0,69	0,39
20111108	-0,02	0,51
20111109	-0,76	-0,69
20111110	0,04	0,54
20111111	0,46	-0,18
20111114	-0,43	-0,87
20111115	0,88	-0,25
20111116	-0,14	-0,16
20111117	0,23	0,15
20111118	0,02	0,89
20111121	-0,48	-0,04
20111122	-0,28	-0,55
20111123	-0,69	-0,28
20111125	-1,02	0,50
20111128	1,58	-0,62
20111129	-0,50	0,11
20111130	1,06	1,13
20111201	-0,49	-0,65
20111202	0,44	0,63
20111205	0,28	0,25
20111206	-0,07	0,05
20111207	-0,31	0,75
20111208	-0,74	-1,02
20111209	1,31	0,14
20111212	0,07	-0,48
20111213	-0,99	0,08
20111214	-0,28	0,91
20111215	0,65	0,14
20111216	0,23	-0,05
20111219	-0,40	-0,72
20111220	0,76	0,34
20111221	-0,01	1,27
20111222	-0,21	0,63
20111223	-0,61	-0,12
20111227	0,50	-0,55
20111228	-0,70	-0,07
20111229	0,19	0,29
20111230	-0,06	-0,20
20120103	-0,20	0,90
20120104	-0,65	0,01
20120105	0,18	0,18
20120106	0,03	-0,30
20120109	0,24	-0,07
20120110	0,36	0,39
20120111	0,16	0,31
20120112	0,27	0,03
20120113	-0,24	-0,43
20120117	-0,09	-0,75
20120118	0,55	0,19
20120119	-0,13	-0,22
20120120	0,25	0,64
20120123	-0,29	0,17
20120124	0,81	-0,31
20120125	0,12	-0,77
20120126	0,23	-0,45
20120127	0,80	-0,13
20120130	-0,44	-0,29
20120131	-0,04	0,03
20120201	1,07	0,36
20120202	0,39	0,03
20120203	0,57	0,38
20120206	-0,24	-0,23
20120207	-0,26	-0,08
20120208	-0,14	0,46
20120209	-0,38	-0,31
20120210	-0,61	-0,06
20120213	0,60	-0,08
20120214	-0,38	-0,35
20120215	-0,29	0,10
20120216	0,68	0,34
20120217	-0,33	0,50
20120221	-0,66	0,28
20120222	-0,36	-0,63
20120223	0,94	-0,02
20120224	-0,44	-0,64
20120227	-0,23	0,36
20120228	-0,61	-0,13
20120229	-1,02	0,15
20120301	-0,23	0,05
20120302	-1,24	-0,06
20120305	0,46	0,29
20120306	-0,30	-0,35
20120307	0,30	0,29
20120308	0,34	-0,24
20120309	0,90	0,18
20120312	-0,20	-0,04
20120313	0,07	0,96
20120314	-0,63	-0,19
20120315	0,26	0,52
20120316	-0,28	0,39
20120319	0,52	-0,04
20120320	-0,64	0,30
20120321	0,30	-0,41
20120322	-0,12	-0,46
20120323	0,56	0,37
20120326	0,47	-0,22
20120327	-0,34	-0,33
20120328	-0,03	0,49
20120329	-0,01	-0,26
20120330	-0,69	-0,04
20120402	0,36	0,06
20120403	-0,28	-0,28
20120404	-0,56	-0,04
20120405	-0,09	-0,42
20120409	-0,45	-0,09
20120410	-0,40	0,08
20120411	0,75	0,28
20120412	0,04	0,30
20120413	-0,14	-0,75
20120416	0,16	0,80
20120417	0,06	-0,22
20120418	-0,50	-0,45
20120419	-0,01	0,24
20120420	0,53	-0,09
20120423	-0,55	0,15
20120424	0,27	0,91
20120425	0,40	-0,98
20120426	-0,02	-0,03
20120427	0,71	-0,27
20120430	-0,57	0,00
20120501	-0,84	0,39
20120502	0,74	-0,66
20120503	-0,62	0,00
20120504	-0,25	0,18
20120507	0,15	0,44
20120508	0,33	0,32
20120509	0,15	-0,22
20120510	0,06	0,56
20120511	0,26	-1,05
20120514	-0,08	-0,17
20120515	0,50	-0,18
20120516	-0,16	-0,45
20120517	-0,48	0,39
20120518	-0,13	0,07
20120521	0,64	-1,10
20120522	-0,91	0,38
20120523	0,49	-0,24
20120524	-0,02	0,20
20120525	0,23	-0,13
20120529	0,16	0,00
20120530	-0,26	-0,32
20120531	0,15	0,54
20120601	-0,52	0,05
20120604	0,14	-0,59
20120605	0,24	0,19
20120606	0,04	0,27
20120607	-0,47	0,21
20120608	0,21	0,05
20120611	-0,85	-0,10
20120612	0,11	0,10
20120613	-0,49	0,26
20120614	0,19	0,33
20120615	0,09	-0,03
20120618	0,14	-0,87
20120619	0,68	0,28
20120620	-0,11	0,16
20120621	-0,19	0,17
20120622	0,64	0,17
20120625	0,10	-0,27
20120626	-0,11	0,02
20120627	0,40	0,43
20120628	0,19	0,33
20120629	0,35	-0,62
20120702	0,73	-0,06
20120703	0,64	0,08
20120705	0,57	-0,83
20120706	-0,38	0,38
20120709	-0,23	-0,23
20120710	-0,36	0,32
20120711	-0,41	0,77
20120712	0,24	-0,68
20120713	-0,40	0,57
20120716	-0,36	-0,22
20120717	-0,57	0,27
20120718	0,25	-0,82
20120719	-0,37	-0,93
20120720	-0,34	0,07
20120723	-0,68	0,19
20120724	-0,57	0,28
20120725	0,27	-0,01
20120726	-0,90	0,34
20120727	0,56	0,07
20120730	-0,41	0,23
20120731	-0,05	0,18
20120801	-1,58	0,36
20120802	0,30	-0,35
20120803	0,52	0,49
20120806	0,60	0,01
20120807	0,32	0,08
20120808	-0,24	0,63
20120809	0,35	0,05
20120810	-0,35	-0,05
20120813	-0,14	0,01
20120814	-0,43	-0,04
20120815	0,73	-0,06
20120816	0,45	-0,14
20120817	0,62	0,11
20120820	-0,47	0,56
20120821	0,10	0,43
20120822	-0,43	-0,34
20120823	0,00	-0,36
20120824	-0,26	-0,01
20120827	0,13	-0,11
20120828	0,60	-0,12
20120829	0,26	0,08
20120830	-0,44	-0,03
20120831	-0,10	-0,02
20120904	1,00	-0,20
20120905	-0,10	0,37
20120906	-0,13	0,33
20120907	-0,04	0,74
20120910	0,32	-0,07
20120911	0,00	0,52
20120912	0,15	0,28
20120913	-0,41	0,53
20120914	0,51	0,45
20120917	-0,16	-0,71
20120918	-0,01	-0,21
20120919	-0,15	0,03
20120920	-0,43	-0,12
20120921	0,50	-0,02
20120924	-0,19	0,36
20120925	-0,31	-0,34
20120926	-0,03	0,02
20120927	0,23	-0,14
20120928	-0,30	-0,22
20121001	0,07	0,22
20121002	-0,14	0,23
20121003	-0,63	-0,05
20121004	-0,20	0,69
20121005	-0,16	0,22
20121008	-0,24	0,20
20121009	-0,31	0,33
20121010	0,42	0,29
20121011	0,24	0,62
